Date,Open,High,Low,Close
04-Apr-08,15896.09,15896.09,15303.04,15343.12
07-Apr-08,15390.15,15851.88,15321.56,15757.08
08-Apr-08,15770.16,15770.4,15479.42,15587.62
09-Apr-08,15512.7,15829.59,15464.72,15790.51
10-Apr-08,15754.87,15953.54,15655.2,15695.1
11-Apr-08,15840.56,15957.24,15673.67,15807.64
15-Apr-08,15694.41,16249.46,15573.03,16153.66
16-Apr-08,16288.76,16413.8,16198.56,16244.19
17-Apr-08,16456.04,16570.57,16397.17,16481.2
21-Apr-08,16611.41,16778.59,16611.41,16739.33
22-Apr-08,16686.55,16853.96,16597.53,16783.87
23-Apr-08,16823.99,16871.27,16589.45,16698.04
24-Apr-08,16796.26,16844.02,16668.6,16721.08
25-Apr-08,16781.97,17150.92,16781.97,17125.98
28-Apr-08,17251.56,17271.56,16978.89,17015.96
29-Apr-08,17050.87,17424.94,17011.6,17378.46
30-Apr-08,17479.01,17480.74,17241.88,17287.31
02-May-08,17560.15,17621.24,17445.93,17600.12
05-May-08,17687,17735.7,17457.27,17490.9
06-May-08,17441.41,17502.15,17237.68,17373.01
07-May-08,17404.15,17413.81,17229.98,17339.31
08-May-08,17212.61,17212.61,17038.03,17080.65
09-May-08,17020.79,17125.95,16678.94,16737.07
12-May-08,16641.45,16897.36,16546.55,16860.9
13-May-08,17008.03,17085.63,16697.47,16752.86
14-May-08,16691.3,17014.94,16626.35,16978.35
15-May-08,17084.89,17366.19,17079.94,17353.54
16-May-08,17476.41,17497.36,17315.52,17434.94
20-May-08,17366.05,17367.13,17136.26,17230.18
21-May-08,17065.61,17293.34,17041.63,17243.16
22-May-08,17104.59,17104.59,16863.38,16907.11
23-May-08,16958.8,17054.34,16626.11,16649.64
26-May-08,16468.32,16498.24,16300.88,16348.5
27-May-08,16454.75,16506.35,16237.92,16275.59
28-May-08,16358.62,16563.3,16217.78,16525.37
29-May-08,16666.03,16666.03,16196.02,16316.26
30-May-08,16454.03,16540.49,16314.99,16415.57
02-Jun-08,16591.46,16632.72,15991.21,16063.18
03-Jun-08,15851.72,15985.4,15709.51,15962.56
04-Jun-08,15992.9,15992.9,15442.34,15514.79
05-Jun-08,15479.65,15814.8,15314.02,15769.72
06-Jun-08,15914.41,15970.7,15526.5,15572.18
09-Jun-08,15115.97,15202.74,14846.18,15066.1
10-Jun-08,14979.96,15088.03,14645.31,14889.25
11-Jun-08,15018.68,15225.81,15009.48,15185.32
12-Jun-08,14957.53,15270.85,14747.99,15250.2
13-Jun-08,15327.1,15337.1,15135.81,15189.62
16-Jun-08,15333.07,15553.37,15333.07,15395.82
17-Jun-08,15388.36,15732.75,15357.98,15696.9
18-Jun-08,15744.21,15789.62,15390.22,15422.31
19-Jun-08,15250.47,15259.36,15051.66,15087.99
20-Jun-08,15168.05,15202.01,14519.27,14571.29
23-Jun-08,14423.05,14510.55,14163.45,14293.32
24-Jun-08,14313.33,14432.9,13991.31,14106.58
25-Jun-08,13856.07,14248.65,13731.54,14220.07
26-Jun-08,14300.72,14449.81,14196.68,14421.82
27-Jun-08,14127.76,14127.76,13760.24,13802.22
30-Jun-08,13791.02,13872.06,13405.54,13461.6
01-Jul-08,13480.02,13613.82,12904.09,12961.68
02-Jul-08,12948.05,13712.31,12822.75,13664.62
03-Jul-08,13530.68,13530.68,12934.92,13094.11
04-Jul-08,13127.1,13509.74,13027.79,13454
07-Jul-08,13561.92,13793.39,13475.78,13525.99
08-Jul-08,13292.8,13451.67,13049.96,13349.65
09-Jul-08,13581.41,13998.48,13581.41,13964.26
10-Jul-08,13861.6,14047.43,13763.94,13926.24
11-Jul-08,14032.06,14066.36,13351.34,13469.85
14-Jul-08,13360.34,13559.36,13269.62,13330.51
15-Jul-08,13067.08,13067.08,12605,12676.19
16-Jul-08,12740.78,12935.25,12514.02,12575.8
17-Jul-08,12909.57,13150.35,12843.79,13111.85
18-Jul-08,13234.53,13684.27,13093.34,13635.4
21-Jul-08,13782.13,13878.88,13581.19,13850.04
22-Jul-08,13837.64,14206.13,13798.18,14104.2
23-Jul-08,14568.22,14979.9,14568.22,14942.28
24-Jul-08,15082.37,15130.09,14608.05,14777.01
25-Jul-08,14451.95,14484.39,14210.63,14274.94
28-Jul-08,14267.03,14421.61,14219.38,14349.11
29-Jul-08,14085.53,14153.12,13727.14,13791.54
30-Jul-08,14007.32,14322.67,14002.19,14287.21
31-Jul-08,14359.48,14369.59,14161.76,14355.75
01-Aug-08,14064.26,14682.33,14032.87,14656.69
04-Aug-08,14594.64,14725.94,14503.51,14577.87
05-Aug-08,14562.68,14986.63,14529.21,14961.07
06-Aug-08,15263.65,15422.82,15035.6,15073.54
07-Aug-08,15031.86,15280.06,14992.97,15117.25
08-Aug-08,15036.57,15228.82,14888.12,15167.82
11-Aug-08,15430.31,15520.71,15367.97,15503.92
12-Aug-08,15577.2,15579.78,15124.91,15212.13
13-Aug-08,15030.21,15272.56,15013.06,15093.12
14-Aug-08,15017.68,15033.28,14686.66,14724.18
18-Aug-08,14681.14,14824.92,14600.65,14645.66
19-Aug-08,14517.76,14604.11,14368.72,14543.73
20-Aug-08,14610.57,14746.2,14584.03,14678.23
21-Aug-08,14646.98,14646.98,14201.18,14243.73
22-Aug-08,14153.39,14428.52,14136.86,14401.49
25-Aug-08,14643.37,14672.69,14416.2,14450.35
26-Aug-08,14338.27,14495.27,14286.38,14482.22
27-Aug-08,14563.1,14563.1,14261.69,14296.79
28-Aug-08,14289.97,14347.19,14002.43,14048.34
29-Aug-08,14279.02,14586.16,14279.02,14564.53
01-Sep-08,14412.99,14547.41,14281.1,14498.51
02-Sep-08,14609.44,15106.15,14543.21,15049.86
04-Sep-08,14895.85,14994.15,14766.01,14899.1
05-Sep-08,14569.01,14601.39,14438.59,14483.83
08-Sep-08,14978.24,15107.01,14917.06,14944.97
09-Sep-08,14852.2,14998.32,14714.92,14900.76
10-Sep-08,14717.53,14866.32,14609.83,14662.61
11-Sep-08,14557.33,14557.33,14265.38,14324.29
12-Sep-08,14432.08,14433.2,13933.87,14000.81
15-Sep-08,13666.28,13666.28,13150.81,13531.27
16-Sep-08,13086.02,13556.03,13051.73,13518.8
17-Sep-08,13620.74,13620.74,13127.96,13262.9
18-Sep-08,12712.82,13346.79,12558.14,13315.6
19-Sep-08,13763.83,14097.44,13674.96,14042.32
22-Sep-08,14215.33,14221.04,13917.48,13994.96
23-Sep-08,13721.42,13978.26,13543.47,13570.31
24-Sep-08,13630.54,13840.81,13592.79,13692.52
25-Sep-08,13716.88,13716.88,13430.68,13547.18
26-Sep-08,13481.85,13486.2,13054.42,13102.18
29-Sep-08,13109.96,13113.53,12402.84,12595.75
30-Sep-08,12178.18,12995.2,12153.55,12860.43
01-Oct-08,13006.72,13203.86,12697.3,13055.67
03-Oct-08,12899.62,13001.19,12472.61,12526.32
06-Oct-08,12284.49,12284.49,11732.97,11801.7
07-Oct-08,12068.11,12181.43,11501.85,11695.24
08-Oct-08,11316.24,11405.73,10740.76,11328.36
10-Oct-08,10632.27,10904.13,10239.76,10527.85
13-Oct-08,10817.68,11361.32,10817.68,11309.09
14-Oct-08,11781.43,11870.22,11410.49,11483.4
15-Oct-08,11245.27,11257.15,10760.33,10809.12
16-Oct-08,10284.9,10787.2,10017.8,10581.49
17-Oct-08,10763.34,10786.93,9911.32,9975.35
20-Oct-08,10160.47,10538.05,10023.28,10223.09
21-Oct-08,10428.11,10750.2,10250.23,10683.39
22-Oct-08,10455.23,10484.85,10128.22,10169.9
23-Oct-08,9683.41,10260.55,9681.28,9771.7
24-Oct-08,9535.41,9570.71,8566.82,8701.07
27-Oct-08,8599.58,8739.48,7697.39,8509.56
28-Oct-08,8957.38,9056.97,8909.34,9008.08
29-Oct-08,9297.76,9297.76,8894.34,9044.51
31-Oct-08,9361.66,9870.42,9361.66,9788.06
03-Nov-08,10209.37,10373.17,10112.66,10337.68
04-Nov-08,10304.57,10668.48,10116.22,10631.12
05-Nov-08,10931.17,10945.41,10051.52,10120.01
06-Nov-08,9755.03,10109.45,9635.22,9734.22
07-Nov-08,9631.59,10065.37,9631.59,9964.29
10-Nov-08,10154.56,10570.58,10095.9,10536.16
11-Nov-08,10405.39,10405.39,9799.45,9839.69
12-Nov-08,9683.75,9928.6,9376.73,9536.33
14-Nov-08,9799.25,9836.11,9267.49,9385.42
17-Nov-08,9396.93,9435.89,8956.68,9291.01
18-Nov-08,9084.12,9169.05,8871.71,8937.2
19-Nov-08,8970.67,9236.27,8726.8,8773.78
20-Nov-08,8400.88,8540.46,8316.39,8451.01
21-Nov-08,8446.74,8988.03,8442.31,8915.21
24-Nov-08,8840.53,9042.02,8701.93,8903.12
25-Nov-08,9160.5,9182.8,8649.4,8695.53
26-Nov-08,8768.2,9061.72,8658.53,9026.72
28-Nov-08,8889.18,9157.62,8889.18,9092.72
01-Dec-08,9162.94,9326.68,8803.34,8839.87
02-Dec-08,8535.83,8785.04,8467.43,8739.24
03-Dec-08,8851.22,8854.81,8601.41,8747.43
04-Dec-08,8779.02,9245.06,8726.71,9229.75
05-Dec-08,9204.69,9340.69,8914.38,8965.2
08-Dec-08,9276.89,9432.11,9095.7,9162.62
10-Dec-08,9316.4,9678.7,9280.16,9654.9
11-Dec-08,9679.32,9746.01,9441.97,9645.46
12-Dec-08,9370.87,9745.51,9281.89,9690.07
15-Dec-08,9821.85,9948.33,9749.29,9832.39
16-Dec-08,9794.48,10009.21,9790.31,9976.98
17-Dec-08,10073.1,10073.1,9682.91,9715.29
18-Dec-08,9710.2,10110.34,9633.04,10076.43
19-Dec-08,10001.33,10188.54,9987.42,10099.91
22-Dec-08,10102.42,10173.34,9894.01,9928.35
23-Dec-08,9821.57,9838.38,9643.56,9686.75
24-Dec-08,9626.07,9653.42,9502.53,9568.72
26-Dec-08,9638.83,9706.38,9294.98,9328.92
29-Dec-08,9318.86,9550.4,9162.66,9533.52
30-Dec-08,9625.13,9785.04,9494.7,9716.16
31-Dec-08,9806.64,9825.9,9587.92,9647.31
01-Jan-09,9720.55,9921.7,9711.64,9903.46
02-Jan-09,9973.06,10070.28,9863.86,9958.22
05-Jan-09,10109.67,10306.17,10069.11,10275.6
06-Jan-09,10258.38,10392.12,10150.68,10335.93
07-Jan-09,10424.96,10469.72,9510.15,9586.88
09-Jan-09,9434.85,9630.4,9250.82,9406.47
12-Jan-09,9316.33,9331.13,9024.45,9110.05
13-Jan-09,9042.36,9261,8992.92,9071.36
14-Jan-09,9207.52,9412.97,9202.57,9370.49
15-Jan-09,9098.08,9123.78,8946.62,9046.74
16-Jan-09,9125.65,9342.47,9125.65,9323.59
19-Jan-09,9381.78,9409.51,9273.47,9329.57
20-Jan-09,9159.76,9159.76,9033.55,9100.55
21-Jan-09,8900.78,9051.31,8734.93,8779.17
22-Jan-09,8905.97,8927.69,8699.32,8813.84
23-Jan-09,8804.15,8858.84,8631.6,8674.35
27-Jan-09,8803.07,9021.97,8789.06,9004.08
28-Jan-09,9077.65,9270.75,9053.8,9257.47
29-Jan-09,9334.47,9379.68,9164.96,9236.28
30-Jan-09,9111.12,9438.31,9087.36,9424.24
02-Feb-09,9363.58,9363.58,9048.97,9066.7
03-Feb-09,9128.99,9302.75,9040.56,9149.3
04-Feb-09,9226.2,9338.21,9164.16,9201.85
05-Feb-09,9241.56,9247.09,9017.08,9090.88
06-Feb-09,9161.49,9321.38,9158.59,9300.86
09-Feb-09,9359,9601.56,9329.23,9583.89
10-Feb-09,9589.95,9724.87,9510.5,9647.47
11-Feb-09,9462.14,9648.39,9459.59,9618.54
12-Feb-09,9559.03,9580.13,9445.54,9465.83
13-Feb-09,9540.6,9695.59,9540.6,9634.74
16-Feb-09,9637.04,9637.04,9279.1,9305.45
17-Feb-09,9213.4,9213.4,8994.34,9035
18-Feb-09,8939.38,9113.92,8922.31,9015.18
19-Feb-09,9034.9,9111.95,8977.66,9042.63
20-Feb-09,8943.78,8943.78,8762.58,8843.21
24-Feb-09,8707.35,8856.52,8619.22,8822.06
25-Feb-09,8913.44,8995.04,8879.72,8902.56
26-Feb-09,8905.56,8998.31,8788.32,8954.86
27-Feb-09,8944.11,8944.11,8728.66,8891.61
02-Mar-09,8762.88,8762.88,8563.52,8607.08
03-Mar-09,8583.06,8635.2,8390.21,8427.29
04-Mar-09,8473.25,8501.46,8373.24,8446.49
05-Mar-09,8535.03,8535.03,8166.97,8197.92
06-Mar-09,8103.75,8347.74,8047.17,8325.82
09-Mar-09,8259.22,8259.22,8110.1,8160.4
12-Mar-09,8274.78,8439.71,8274.78,8343.75
13-Mar-09,8480.74,8793.21,8480.74,8756.61
16-Mar-09,8793.89,8955.73,8697.46,8943.54
17-Mar-09,8942.01,9024.12,8801.79,8863.82
18-Mar-09,8956.3,9120.46,8951.32,8976.68
19-Mar-09,9023.04,9086.77,8900.39,9001.75
20-Mar-09,8951.34,8999.98,8867.13,8966.68
23-Mar-09,9040.3,9454.69,9040.3,9424.02
24-Mar-09,9549.52,9699,9402.64,9471.04
25-Mar-09,9442.3,9706.47,9430.45,9667.9
26-Mar-09,9739.93,10061.36,9739.93,10003.1
27-Mar-09,10036.8,10127.09,9913.4,10048.49
30-Mar-09,9902.35,9902.35,9520.96,9568.14
31-Mar-09,9633.21,9826.22,9547.21,9708.5
01-Apr-09,9745.77,9921.96,9546.29,9901.99
02-Apr-09,10107.25,10432.31,10107.25,10348.83
06-Apr-09,10521.78,10654.89,10410.44,10534.87
08-Apr-09,10283.58,10778.11,10171.91,10742.34
09-Apr-09,10876.15,10932.12,10655.96,10803.86
13-Apr-09,10916.43,11069.54,10800.84,10967.22
15-Apr-09,10805.14,11337.75,10719.18,11284.73
16-Apr-09,11358.06,11367.23,10900.47,10947.4
17-Apr-09,11067.71,11339.47,10946.25,11023.09
20-Apr-09,11065.1,11209.66,10863.28,10979.5
21-Apr-09,10765.39,11068.82,10764.08,10898.11
22-Apr-09,10968.6,11036.24,10715.66,10817.54
23-Apr-09,10841.57,11203.28,10758.97,11134.99
24-Apr-09,11149.47,11362.88,11070.33,11329.05
27-Apr-09,11237.42,11492.1,11176.55,11371.85
28-Apr-09,11371.34,11375.97,10961.76,11001.75
29-Apr-09,11091.56,11430.25,11091.56,11403.25
04-May-09,11635.24,12161.9,11635.24,12134.75
05-May-09,12159.74,12197.88,11985.88,12131.08
06-May-09,12100.69,12272.1,11899.41,11952.75
07-May-09,12064.51,12143.95,11981.13,12116.94
08-May-09,12092.97,12180.07,11765.06,11876.43
11-May-09,11997.37,12026.6,11621.3,11682.99
12-May-09,11629.97,12194.63,11625.39,12158.03
13-May-09,12201.93,12256.43,11934.44,12019.65
14-May-09,11774.04,11935.86,11695.52,11872.91
15-May-09,11948.7,12219.54,11948.7,12173.42
18-May-09,13479.39,14284.21,13479.39,14284.21
19-May-09,14757.82,14930.54,13834.13,14302.03
20-May-09,14230.73,14405.51,13976.49,14060.66
21-May-09,14043.38,14089.51,13704.43,13736.54
22-May-09,13663.54,13936.93,13611.3,13887.15
25-May-09,13988.1,14028.06,13819.25,13913.22
26-May-09,13929.84,13991.46,13518.79,13589.23
27-May-09,13780.41,14122.78,13780.41,14109.64
28-May-09,14150.51,14377.23,14078.62,14296.01
29-May-09,14319.87,14727.28,14319.87,14625.25
01-Jun-09,14746.51,14906.81,14655.49,14840.63
02-Jun-09,14892.93,14994.31,14608.23,14874.91
03-Jun-09,14902.62,15046.43,14733.59,14870.9
04-Jun-09,14755.08,15026.03,14599.43,15008.68
05-Jun-09,15040.24,15257.3,14993.6,15103.55
08-Jun-09,15153.21,15200.82,14604.23,14665.92
09-Jun-09,14618.98,15161.22,14526.69,15127
10-Jun-09,15168.18,15580.81,15168.18,15466.81
11-Jun-09,15517.36,15568.74,15240.73,15411.47
12-Jun-09,15446.82,15600.3,15174.28,15237.94
15-Jun-09,15195.83,15261.03,14807.26,14875.52
16-Jun-09,14788.27,15022.19,14621.97,14957.91
17-Jun-09,14978.5,14996.39,14447.02,14522.84
18-Jun-09,14503.05,14630.73,14188.25,14265.53
19-Jun-09,14321.98,14559.08,14179.77,14521.89
22-Jun-09,14591.28,14668.4,14269.77,14326.22
23-Jun-09,14147.87,14394.19,14016.95,14324.01
24-Jun-09,14376.82,14479.82,14207.02,14422.73
25-Jun-09,14476.15,14578.46,14261.14,14345.62
26-Jun-09,14373.57,14781.94,14373.57,14764.64
29-Jun-09,14815.9,14955.55,14685.45,14785.74
30-Jun-09,14830.97,14907.48,14420.41,14493.84
01-Jul-09,14506.43,14727.49,14355.52,14645.47
02-Jul-09,14694.31,14764.35,14469.69,14658.49
03-Jul-09,14552.72,14945.85,14499.74,14913.05
06-Jul-09,14962.12,15097.87,13959.44,14043.4
07-Jul-09,14103.65,14251.88,14000.68,14170.45
08-Jul-09,14039.58,14039.58,13701.76,13769.15
09-Jul-09,13796.19,13879.18,13643.97,13757.46
10-Jul-09,13803.12,13897.19,13418.39,13504.22
13-Jul-09,13405.95,13461.68,13219.99,13400.32
14-Jul-09,13549.42,13903.48,13549.42,13853.7
15-Jul-09,13917.27,14299.54,13891.04,14253.24
16-Jul-09,14351.97,14493.1,14169.58,14250.25
17-Jul-09,14325.58,14800.7,14325.58,14744.92
20-Jul-09,14854.17,15209.36,14854.17,15191.01
21-Jul-09,15218.83,15234.21,14955.88,15062.49
22-Jul-09,15124.92,15369.42,14786.58,14843.12
23-Jul-09,15008.78,15264.84,14997.75,15231.04
24-Jul-09,15272.01,15418.61,15168.52,15378.96
27-Jul-09,15350.89,15463.09,15228.46,15375.04
28-Jul-09,15428.5,15463.46,15240.53,15331.94
29-Jul-09,15293.19,15379.43,14888.41,15173.46
30-Jul-09,15169.23,15409.91,15065.48,15387.96
31-Jul-09,15449.47,15732.81,15449.47,15670.31
03-Aug-09,15694.78,15963.36,15608.4,15924.23
04-Aug-09,15940.1,16002.46,15699.13,15830.98
05-Aug-09,15882.39,15973.1,15695.11,15903.83
06-Aug-09,15881.47,15969.81,15443.22,15514.03
07-Aug-09,15440.95,15501.94,15104,15160.24
10-Aug-09,15287.14,15417.34,14902.02,15009.77
11-Aug-09,15000.38,15218.65,14864.23,15074.59
12-Aug-09,14953.44,15043.62,14701.05,15020.16
13-Aug-09,15207.96,15545.13,15207.96,15518.49
14-Aug-09,15530.38,15535.47,15367.61,15411.63
17-Aug-09,15284.23,15284.23,14740.63,14784.92
18-Aug-09,14745.8,15134.51,14740.26,15035.26
19-Aug-09,15079.04,15096.94,14684.45,14809.64
20-Aug-09,14930.05,15145,14928.18,15012.32
21-Aug-09,14951.49,15275.17,14835.08,15240.83
24-Aug-09,15362.93,15676.35,15362.93,15628.75
25-Aug-09,15573.91,15735.32,15423.39,15688.47
26-Aug-09,15763.09,15831.49,15695.94,15769.85
27-Aug-09,15711.8,15853.71,15685.49,15781.07
28-Aug-09,15770.19,15957.67,15663.35,15922.34
31-Aug-09,15812.15,15821.35,15589.8,15666.64
01-Sep-09,15691.27,15923.09,15475.28,15551.19
02-Sep-09,15482.05,15628.1,15392.68,15467.46
03-Sep-09,15539.34,15598.18,15356.72,15398.33
04-Sep-09,15425.86,15740.83,15358.94,15689.12
07-Sep-09,15793.27,16035.5,15793.27,16016.32
08-Sep-09,16030.56,16232.16,16030.56,16123.67
09-Sep-09,16111.09,16215.74,16044.77,16183.55
10-Sep-09,16295.92,16434.77,16166.42,16216.86
11-Sep-09,16254.57,16337.98,16130.32,16264.3
14-Sep-09,16185.26,16252.18,16119.95,16214.19
15-Sep-09,16255.42,16477.23,16255.42,16454.45
16-Sep-09,16498.59,16700.56,16498.59,16677.04
17-Sep-09,16686.38,16820.02,16636.55,16711.11
18-Sep-09,16650.05,16765.03,16610.05,16741.3
22-Sep-09,16805.22,16943.49,16763.78,16886.43
23-Sep-09,16905.5,16905.58,16683.78,16719.5
24-Sep-09,16634.08,16834.1,16494.92,16781.43
25-Sep-09,16679.99,16812.02,16613.22,16693
29-Sep-09,16829.11,16907.84,16802.8,16852.91
30-Sep-09,16868.46,17142.52,16868.46,17126.84
01-Oct-09,17186.2,17195.61,17059.36,17134.55
05-Oct-09,17062.01,17062.01,16835.8,16866.41
06-Oct-09,16879.38,16988.56,16622.05,16958.54
07-Oct-09,17069.42,17120.56,16764.07,16806.66
08-Oct-09,16908.02,16998.52,16775.36,16843.54
09-Oct-09,16915.96,16963.08,16606.95,16642.66
12-Oct-09,16687.32,17068.78,16687.32,17026.67
14-Oct-09,17117.9,17274.59,17117.9,17231.11
15-Oct-09,17274.07,17350.39,17092.83,17195.2
16-Oct-09,17196.8,17347.85,17126.55,17322.82
17-Oct-09,17452.56,17493.17,17260.66,17326.01
20-Oct-09,17414.8,17457.26,17185.04,17223.01
21-Oct-09,17229.72,17248.69,16997.86,17009.17
22-Oct-09,17031.54,17031.54,16721.26,16789.74
23-Oct-09,16795.66,17006.77,16765.2,16810.81
26-Oct-09,16808.05,16938.88,16706.08,16740.5
27-Oct-09,16699.09,16699.09,16311.5,16353.4
28-Oct-09,16335.78,16411.14,16144.17,16283.49
29-Oct-09,16191.39,16264.09,15993.83,16052.72
30-Oct-09,16135.87,16360.88,15805.2,15896.28
03-Nov-09,15838.63,15957.06,15330.56,15404.94
04-Nov-09,15487.97,15929.09,15487.97,15912.13
05-Nov-09,15926.13,16092.38,15564.89,16063.9
06-Nov-09,16137.42,16283.86,16075.19,16158.28
09-Nov-09,16190.79,16517.42,16147.21,16498.72
10-Nov-09,16552.43,16677.53,16371.66,16440.56
11-Nov-09,16444.44,16887.8,16405.19,16849.6
12-Nov-09,16822.18,16896.62,16605.01,16696.03
13-Nov-09,16693.15,16909.74,16666.7,16848.83
16-Nov-09,16893.11,17083.2,16893.11,17032.51
17-Nov-09,17036.23,17080.17,16882.98,17050.65
18-Nov-09,17032.01,17098.79,16958.41,16998.78
19-Nov-09,17004.98,17004.98,16712.33,16785.65
20-Nov-09,16772.75,17041.79,16635.75,17021.85
23-Nov-09,17067.14,17214.58,17045.02,17180.18
24-Nov-09,17230.86,17230.86,17027.52,17131.08
25-Nov-09,17149.08,17290.48,17124.15,17198.95
26-Nov-09,17199.05,17202.51,16808.87,16854.93
27-Nov-09,16718.8,16718.8,16210.44,16632.01
30-Nov-09,16655.75,17026.91,16655.75,16926.22
01-Dec-09,16947.46,17218.46,16947.46,17198.27
02-Dec-09,17226.49,17329.68,17142.36,17169.91
03-Dec-09,17199.64,17361.27,17128.21,17185.68
04-Dec-09,17182.23,17291.83,17032.81,17101.54
07-Dec-09,17106.74,17176.62,16943.01,16983.14
08-Dec-09,16984.54,17237.79,16964.11,17227.68
09-Dec-09,17204.32,17227.96,17057.37,17125.22
10-Dec-09,17107,17231.05,17032.3,17189.31
11-Dec-09,17199.74,17351.71,17056.12,17119.03
14-Dec-09,17118.14,17275.19,17048.17,17097.55
15-Dec-09,17150.59,17200.47,16835.78,16877.16
16-Dec-09,16866.95,16996.12,16777.94,16912.77
17-Dec-09,16912.25,16979.52,16826,16894.25
18-Dec-09,16855.91,16899.19,16693.06,16719.83
21-Dec-09,16724.84,16750.99,16577.78,16601.2
22-Dec-09,16633.81,16738.12,16633.81,16692
23-Dec-09,16723.96,17252.09,16723.96,17231.11
24-Dec-09,17265.47,17413.69,17198.09,17360.61
29-Dec-09,17388.67,17486.05,17372.63,17401.56
30-Dec-09,17402.24,17440.05,17322.8,17343.82
31-Dec-09,17365.37,17530.94,17365.37,17464.81
04-Jan-10,17473.45,17582.84,17378.38,17558.73
05-Jan-10,17555.77,17729.78,17555.77,17686.24
06-Jan-10,17719.47,17790.33,17636.71,17701.13
07-Jan-10,17701.97,17733.34,17566.54,17615.72
08-Jan-10,17603.87,17658.12,17508.96,17540.29
11-Jan-10,17724.59,17776.57,17500.79,17526.71
12-Jan-10,17534.1,17612,17392.55,17422.51
13-Jan-10,17368.03,17528.31,17276.46,17509.8
14-Jan-10,17525.71,17628.04,17525.71,17584.87
15-Jan-10,17604.31,17639.85,17529.11,17554.3
18-Jan-10,17538.72,17712.6,17505.5,17641.08
19-Jan-10,17650.82,17664.86,17463.78,17486.06
20-Jan-10,17486.69,17590.59,17425.05,17474.49
21-Jan-10,17474.49,17474.49,17025.26,17051.14
22-Jan-10,16978.36,17000.33,16608.09,16859.68
25-Jan-10,16847.7,16877.77,16705.56,16780.46
27-Jan-10,16708.6,16708.6,16230.85,16289.82
28-Jan-10,16317.16,16524.69,16182.14,16306.87
29-Jan-10,16253.82,16390.31,15982.08,16357.96
01-Feb-10,16339.32,16422.4,16160.8,16356.03
02-Feb-10,16368.44,16525.98,16129.11,16163.44
03-Feb-10,16210.25,16552.99,16210.25,16496.05
04-Feb-10,16500.29,16508.22,16188.8,16224.95
05-Feb-10,16222.56,16222.56,15725.43,15790.93
06-Feb-10,15807.75,15951.07,15807.75,15915.65
08-Feb-10,15931.34,16061.41,15651.99,15935.61
09-Feb-10,15940.73,16094.13,15862.9,16042.18
10-Feb-10,16042.18,16141.13,15892.01,15922.17
11-Feb-10,15928.28,16202.87,15928.28,16152.59
15-Feb-10,16186.9,16227.04,16011.82,16038.35
16-Feb-10,16042.18,16310.39,16021.29,16226.68
17-Feb-10,16228.91,16480.89,16228.91,16428.91
18-Feb-10,16421.2,16452.51,16287.17,16327.84
19-Feb-10,16256.53,16301.94,16074.58,16191.63
22-Feb-10,16191.32,16423.23,16191.32,16237.05
23-Feb-10,16213.14,16324.93,16178.91,16286.32
24-Feb-10,16218.68,16328.44,16187.44,16255.97
25-Feb-10,16264.1,16329.33,16167.13,16254.2
26-Feb-10,16255.33,16669.25,16249.67,16429.55
02-Mar-10,16438.45,16808.49,16438.45,16772.56
03-Mar-10,16778.29,17012.61,16778.29,17000.01
04-Mar-10,17013.68,17024.96,16888.05,16971.7
05-Mar-10,16988.29,17097.71,16936.12,16994.49
08-Mar-10,17034.92,17187.55,17034.92,17102.6
09-Mar-10,17089.22,17130.83,17031.21,17052.54
10-Mar-10,17072.94,17183.51,17027.92,17098.33
11-Mar-10,17087.63,17215.07,17054.28,17167.96
12-Mar-10,17176.02,17244.54,17126.93,17166.62
15-Mar-10,17166.97,17195.49,17061.14,17164.99
16-Mar-10,17169.84,17416.55,17150.06,17383.18
17-Mar-10,17389.47,17576.78,17389.47,17490.08
18-Mar-10,17492.81,17548.13,17417.61,17519.26
19-Mar-10,17531.47,17600.87,17502.14,17578.23
22-Mar-10,17481.96,17559.18,17337.38,17410.57
23-Mar-10,17422.51,17530.79,17356.64,17451.02
25-Mar-10,17458.51,17575.23,17383.21,17558.85
26-Mar-10,17558.85,17682.94,17558.85,17644.76
29-Mar-10,17639.18,17793.01,17639.18,17711.35
30-Mar-10,17703.67,17783.35,17558.22,17590.17
31-Mar-10,17602.39,17699.5,17488.55,17527.77
01-Apr-10,17555.04,17706.56,17555.04,17692.62
05-Apr-10,17693.66,17948.54,17693.66,17935.68
06-Apr-10,17940.32,17991.41,17898,17941.37
07-Apr-10,17915.6,18047.86,17878.31,17970.02
08-Apr-10,17950.56,17960.91,17679.34,17714.4
09-Apr-10,17715.16,17971.47,17715.16,17933.14
12-Apr-10,17874.16,17995.25,17816.19,17853
13-Apr-10,17831.38,17892.78,17736.09,17821.96
15-Apr-10,17804.55,17975.57,17619.02,17639.26
16-Apr-10,17645.91,17663.99,17529.55,17591.18
19-Apr-10,17584.86,17584.86,17276.8,17400.68
20-Apr-10,17394.68,17560.09,17394.68,17460.58
21-Apr-10,17458.76,17565.55,17446.51,17472.56
22-Apr-10,17476.48,17778.34,17408.02,17573.99
23-Apr-10,17533.88,17725.88,17533.88,17694.2
26-Apr-10,17692.26,17826.48,17692.26,17745.28
27-Apr-10,17744.93,17769.25,17678.56,17690.62
28-Apr-10,17643.59,17643.59,17344.58,17380.08
29-Apr-10,17382.09,17532.86,17382.09,17503.47
